probe	split	modality	row	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
oracle_true_z_bio	train	rna	0	0.28002557158470154	0.5235440135002136	0.23647087812423706	-0.832999050617218	0.5019479393959045	0.3192649781703949	-0.36769935488700867	0.39632949233055115	0.18807578086853027	0.21963107585906982	-0.013789153657853603	0.32574471831321716	-0.4742515981197357	-0.15219062566757202	-0.3512403070926666	0.36624062061309814
oracle_true_z_bio	train	rna	1	0.20584695041179657	0.4675076901912689	0.1654990166425705	-0.8090753555297852	0.5946720242500305	0.2979298532009125	-0.32648801803588867	0.37569156289100647	0.3032481372356415	0.1722048968076706	0.01679876260459423	0.3554629981517792	-0.46052515506744385	-0.04369707033038139	-0.28776073455810547	0.39060482382774353
oracle_true_z_bio	train	rna	2	0.004586722701787949	-0.2179356962442398	-0.5509834885597229	-0.1344093382358551	0.018643366172909737	-0.19072765111923218	0.8482123017311096	0.6611820459365845	-1.826951503753662	-1.2171062231063843	-0.14178533852100372	-0.24729691445827484	0.15685077011585236	0.11982127279043198	1.40056312084198	-0.6625646948814392
oracle_true_z_bio	train	rna	3	0.015051322989165783	-0.20714420080184937	-0.5254008173942566	-0.16851107776165009	0.029670367017388344	-0.16339963674545288	0.8717268109321594	0.6513181328773499	-1.7805695533752441	-1.2159217596054077	-0.024349132552742958	-0.3204471468925476	0.10434935241937637	0.11141011863946915	1.3600677251815796	-0.7126678824424744
oracle_true_z_bio	train	rna	4	0.1780051440000534	0.5255210995674133	0.1938476711511612	-0.8493180871009827	0.5598929524421692	0.26781800389289856	-0.3365549147129059	0.39384493231773376	0.2612300217151642	0.2095150351524353	0.03798840939998627	0.395247220993042	-0.4493299424648285	-0.1805875152349472	-0.23427557945251465	0.43280088901519775
oracle_true_z_bio	train	rna	5	0.1771448701620102	0.5254998803138733	0.22352661192417145	-0.772786557674408	0.568589985370636	0.28040656447410583	-0.27924230694770813	0.43969830870628357	0.21329082548618317	0.18612106144428253	-0.01819513738155365	0.3424818813800812	-0.4994305670261383	-0.13285495340824127	-0.28206077218055725	0.38349398970603943
oracle_true_z_bio	train	rna	6	0.009576394222676754	-0.20048774778842926	-0.5364720821380615	-0.14337779581546783	-0.008587800897657871	-0.1508360058069229	0.835009753704071	0.6995818018913269	-1.7530289888381958	-1.2318922281265259	-0.06302583962678909	-0.29708293080329895	0.1509392112493515	0.1016603335738182	1.4265204668045044	-0.6883309483528137
oracle_true_z_bio	train	rna	7	-0.041920196264982224	-0.16697369515895844	-0.5172919631004333	-0.1829688549041748	0.026910940185189247	-0.14843425154685974	0.84718257188797	0.6395638585090637	-1.70808744430542	-1.1960018873214722	-0.1618037223815918	-0.26330286264419556	0.10649525374174118	0.08545271307229996	1.3570175170898438	-0.7102441787719727
oracle_true_z_bio	train	rna	8	0.1984766274690628	0.606386125087738	0.24834990501403809	-0.8768617510795593	0.5651049613952637	0.33220410346984863	-0.44261547923088074	0.44294238090515137	0.3268655240535736	0.013727006502449512	-0.20619690418243408	0.39792656898498535	-0.23241747915744781	-0.1996130794286728	-0.47623690962791443	0.43786001205444336
oracle_true_z_bio	train	rna	9	0.16065378487110138	0.5937853455543518	0.17873220145702362	-0.8034772872924805	0.5159980654716492	0.33424127101898193	-0.4331115782260895	0.4141157567501068	0.38635051250457764	0.10149160772562027	-0.19489078223705292	0.4721682369709015	-0.3188982903957367	-0.21176199615001678	-0.4263018071651459	0.4356722831726074
