seed	query_index	condition_key	perturbation_id	cell_line	selected_residual_scale	flip_type	source_top1_correct	floor_top1_correct	selected_top1_correct	floor_rank	selected_rank	rank_change_selected_minus_floor	source_margin	floor_margin	selected_margin	margin_change_selected_minus_floor	floor_correct_score	floor_best_wrong_score	selected_correct_score	selected_best_wrong_score	floor_top1_label	selected_top1_label	same_top1_label_as_floor	floor_transition_gain	selected_transition_gain	transition_gain_change_selected_minus_floor	floor_delta_cosine	selected_delta_cosine	delta_cosine_change_selected_minus_floor	residual_norm	floor_near_tie_0p02	selected_near_tie_0p02	floor_near_tie_0p05	selected_near_tie_0p05	rowwise_active	rowwise_risk_score
22	0	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.02847317523343207	5.20371973411482e-06	0.0003313126096610164	0.00032610888992690157	0.9955185020720266	0.9955132983522925	0.9957649013649839	0.9954335887553228	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.14480701406670382	0.1450534133596615	0.0002463992929576664	0.9846414533056939	0.9854401931530588	0.0007987398473648932	0.037884124460634834	True	True	True	True	True	-0.7717691861290443
22	1	pert=10|dose=1|cell=0	10	cell_line_0	0.05	still_wrong	False	False	False	2.0	2.0	0.0	-0.026731124158750896	-0.0028162063826207007	-0.0024926674101298785	0.0003235389724908222	0.9937680949786561	0.9965843013612768	0.9941361280365213	0.9966287954466512	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.17038371711466316	0.17090632515962345	0.0005226080449602932	0.9678357758745053	0.9694242539691388	0.001588478094633472	0.04047552455221603	True	True	True	True	True	-0.536791483880051
22	2	pert=10|dose=1|cell=0	10	cell_line_0	0.05	still_wrong	False	False	False	3.0	3.0	0.0	-0.033279241405426374	-0.0020539851457166414	-0.0020539851457166414	0.0	0.9931029547032886	0.9951569398490052	0.9931029547032886	0.9951569398490052	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.1742274117556647	0.1742274117556647	0.0	0.9659755062299847	0.9659755062299847	0.0	0.0	True	True	True	True	False	-0.0
22	3	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.0008771055744558609	0.0029780808499665357	0.003159922693368955	0.00018184184340241938	0.9962589261369884	0.9932808452870219	0.9963799753503658	0.9932200526569969	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.06240560460072564	0.06262776124381397	0.00022215664308833372	0.96969219983628	0.9711374054649173	0.0014452056286373693	0.029084963488705512	True	True	True	True	True	-2.3974743950138966
22	4	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.000740730056320027	0.0023239730102406764	0.0025446602856346034	0.00022068727539392707	0.9951703892491932	0.9928464162389525	0.9953859488135232	0.9928412885278886	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.036598277974870363	0.0368138375392002	0.00021555956432983692	0.9703980016504505	0.9721602695132988	0.0017622678628482769	0.03456095745017579	True	True	True	True	True	-2.0896561101143747
22	5	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.004115571102807691	0.0008692544373293254	0.001078030670664587	0.00020877623333526163	0.9942025881780919	0.9933333337407626	0.9944561773774833	0.9933781467068187	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.03231706960675229	0.03262275906172252	0.00030568945497022604	0.8605510297149218	0.8661274769343992	0.005576447219477365	0.03494104302742155	True	True	True	True	True	-2.1054359127415485
22	6	pert=10|dose=1|cell=2	10	cell_line_2	0.05	still_wrong	False	False	False	7.0	7.0	0.0	-0.023460690844651855	-0.0094638651590363	-0.008258201429118261	0.0012056637299180384	0.9859558172774425	0.9954196824364788	0.9871875723342046	0.9954457737633229	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	0.01582465043631498	0.017164442112175715	0.0013397916758607353	0.7342929505269382	0.768469812164731	0.034176861637792766	0.08132306042175894	True	True	True	True	True	-4.511934936511399
22	7	pert=10|dose=1|cell=2	10	cell_line_2	0.05	still_wrong	False	False	False	7.0	7.0	0.0	-0.038477322002680614	-0.011626516470221171	-0.010499711177137994	0.0011268052930831773	0.9849837386068417	0.9966102550770629	0.9860891313813295	0.9965888425584675	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	0.11439065819435723	0.11549605096884497	0.0011053927744877345	0.9402697637990732	0.9449793088238834	0.004709545024810136	0.0698207570740949	True	True	True	True	True	-2.311408932256747
22	8	pert=10|dose=1|cell=2	10	cell_line_2	0.05	still_wrong	False	False	False	7.0	7.0	0.0	-0.019376399070927253	-0.010361147619486588	-0.00925237625827402	0.0011087713612125683	0.9854545188737306	0.9958156664932172	0.9865291824912926	0.9957815587495666	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	0.02782330102791486	0.029000385017627694	0.001177083989712835	0.7662655104548356	0.7817949104074112	0.015529399952575629	0.0693976412710952	True	True	True	True	True	-2.701126705777488
22	9	pert=11|dose=1|cell=0	11	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.05252510498752738	0.04327502121025417	0.044929017282525074	0.0016539960722709024	0.985341173818017	0.9420661526077628	0.9850564783562709	0.9401274610737458	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.20109846694240208	0.2018065098045323	0.0007080428621302204	0.9438217937064407	0.9458168389180567	0.0019950452116159756	0.043589089159275334	False	False	True	True	True	-2.410859530632305
