seed	fold_index	heldout_train_perturbation_id	cone_mix	train_selected_scale	train_selected_active_fraction	train_selected_gap_transition	train_selected_gap_delta_cosine	train_selected_gap_recall	inner_selected_gap_transition	inner_selected_gap_delta_cosine	inner_selected_gap_recall	inner_selected_broken_count	inner_selected_active_fraction	inner_selected_effective_scale	inner_head_loss
34	2	3	1.0	0.05	0.5555555555555556	2.758404263891734e-06	0.0	0.0	3.514593587727877e-05	0.0	0.0	0.0	0.5555555555555556	0.02777777777777778	0.021024290472269058
34	3	4	0.0	0.05	0.3968253968253968	0.0015069855363588625	0.0016060551500314268	0.0	0.002414437801529057	0.0026874312070988005	0.0	0.0	1.0	0.05	0.02222564071416855
34	3	4	0.25	0.05	0.3968253968253968	0.0011343500333582668	0.0012112340950453104	0.0	0.001879032042203077	0.0020399187735513635	0.0	0.0	1.0	0.05	0.02222564071416855
34	3	4	0.5	0.05	0.4603174603174603	0.0008206251266256182	0.0008852544416358965	0.0	0.0013144406135493503	0.0013761136796480722	0.0	0.0	1.0	0.05	0.02222564071416855
34	3	4	0.75	0.05	0.746031746031746	0.000531122137814477	0.0006384440873410391	0.0	0.0007204141938543795	0.0006961089583094049	0.0	0.0	1.0	0.05	0.02222564071416855
34	3	4	1.0	0.05	0.4126984126984127	1.0652855631509972e-05	0.0	0.0	2.596772222251964e-06	0.0	0.0	0.0	0.6666666666666666	0.03333333333333333	0.02222564071416855
34	4	5	0.0	0.05	0.30158730158730157	0.0008110835393876359	0.0011907538174809051	0.015873015873015817	0.0008577622983338973	0.0019160756755207675	0.0	0.0	1.0	0.05	0.024965953081846237
34	4	5	0.25	0.05	0.31746031746031744	0.0005757103580998901	0.0008722046029021602	0.0	0.0004864292425423855	0.0012584159642793358	0.0	0.0	0.8888888888888888	0.044444444444444446	0.024965953081846237
34	4	5	0.5	0.05	0.3968253968253968	0.0005616095146517841	0.0008680295310993236	0.0	0.00044704630713465754	0.0009795510915048267	0.0	0.0	1.0	0.05	0.024965953081846237
34	4	5	0.75	0.05	0.5555555555555556	0.0003548949208861396	0.0005333624828217642	0.0	0.00022755794147522046	0.0004951128016416062	0.0	0.0	1.0	0.05	0.024965953081846237
34	4	5	1.0	0.05	0.6190476190476191	5.6942839680163004e-06	0.0	0.0	8.247124979599008e-07	0.0	0.0	0.0	0.7777777777777778	0.03888888888888889	0.024965953081846237
34	5	6	0.0	0.05	0.2698412698412698	0.001009455681477922	0.0012187855237292267	0.0	0.003799167824742322	0.004479794127165926	0.0	0.0	1.0	0.05	0.019770903512835503
34	5	6	0.25	0.05	0.30158730158730157	0.0008108730950215914	0.0009817428930470884	0.0	0.002840579545478228	0.003379337927667536	0.0	0.0	1.0	0.05	0.019770903512835503
34	5	6	0.5	0.05	0.30158730158730157	0.0005444022587197672	0.000658397508616293	0.0	0.0018665158933242054	0.0022658079104854734	0.0	0.0	1.0	0.05	0.019770903512835503
34	5	6	0.75	0.05	0.4603174603174603	0.0003087500921101771	0.00042350296210136307	0.0	0.0008769771384875558	0.0011393221133605413	0.0	0.0	1.0	0.05	0.019770903512835503
34	5	6	1.0	0.05	0.5714285714285714	1.6621501894076296e-05	0.0	0.0	-2.6089539059359623e-05	0.0	0.0	0.0	0.4444444444444444	0.022222222222222223	0.019770903512835503
34	6	7	0.0	0.05	0.15873015873015872	0.000523253625209219	0.0007451678546639418	0.0	0.0011401433479347745	0.0025103090133096195	0.0	0.0	0.6666666666666666	0.03333333333333333	0.023602232336997986
34	6	7	0.25	0.05	0.2222222222222222	0.0005051909805801058	0.0006881621346591649	0.0	0.0011233818996526646	0.0021673045357832876	0.0	0.0	0.8888888888888888	0.044444444444444446	0.023602232336997986
34	6	7	0.5	0.025	0.5555555555555556	0.00037443089456901113	0.0005060812199948472	0.0	0.0005050388656573368	0.0008705421199648455	0.0	0.0	1.0	0.025	0.023602232336997986
34	6	7	0.75	0.05	0.6190476190476191	0.0004412060265608364	0.0005781502802074678	0.0	0.000503981353911942	0.0008692030142036788	0.0	0.0	1.0	0.05	0.023602232336997986
34	6	7	1.0	0.05	0.6031746031746031	9.798816220540907e-06	0.0	0.0	1.763994533920954e-05	0.0	0.0	0.0	0.8888888888888888	0.044444444444444446	0.023602232336997986
34	7	8	0.0	0.05	0.20634920634920634	0.0006984737553158427	0.0005396229611449588	0.0	0.0028220016240848578	0.0025746964442265874	0.0	0.0	1.0	0.05	0.021316276863217354
34	7	8	0.25	0.05	0.30158730158730157	0.0006574249059791981	0.0005792315754703514	0.0	0.0020908142066723423	0.0019419109212204244	0.0	0.0	1.0	0.05	0.021316276863217354
34	7	8	0.5	0.05	0.36507936507936506	0.0005028047169958194	0.0005271042074096455	0.0	0.0013452478431432713	0.0013018434744458407	0.0	0.0	1.0	0.05	0.021316276863217354
34	7	8	0.75	0.05	0.5555555555555556	0.00033313754664821005	0.0003983206704381015	0.0	0.0005852825872560974	0.0006545282338429326	0.0	0.0	1.0	0.05	0.021316276863217354
34	7	8	1.0	0.05	0.4444444444444444	7.846086397034213e-06	0.0	0.0	5.268387795687168e-06	0.0	0.0	0.0	0.6666666666666666	0.03333333333333333	0.021316276863217354
