seed	query_index	condition_key	perturbation_id	cell_line	selected_residual_scale	flip_type	source_top1_correct	floor_top1_correct	selected_top1_correct	floor_rank	selected_rank	rank_change_selected_minus_floor	source_margin	floor_margin	selected_margin	margin_change_selected_minus_floor	floor_correct_score	floor_best_wrong_score	selected_correct_score	selected_best_wrong_score	floor_top1_label	selected_top1_label	same_top1_label_as_floor	floor_transition_gain	selected_transition_gain	transition_gain_change_selected_minus_floor	floor_delta_cosine	selected_delta_cosine	delta_cosine_change_selected_minus_floor	residual_norm	floor_near_tie_0p02	selected_near_tie_0p02	floor_near_tie_0p05	selected_near_tie_0p05	rowwise_active	rowwise_risk_score
24	0	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.030365655672672465	0.022156788662185622	0.022156788662185622	0.0	0.9850964464706808	0.9629396578084952	0.9850964464706808	0.9629396578084952	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.1254811598479163	0.1254811598479163	0.0	0.9563215695510312	0.9563215695510312	0.0	0.0	False	False	True	True	False	-0.0
24	1	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.040497839474628594	0.020845594158979575	0.020845594158979575	0.0	0.986811859028287	0.9659662648693075	0.986811859028287	0.9659662648693075	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.17719026373311308	0.17719026373311308	0.0	0.9674144352195743	0.9674144352195743	0.0	0.0	False	False	True	True	False	-0.0
24	2	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.05398760709224448	0.021145669677468892	0.021145669677468892	0.0	0.9847289444632169	0.963583274785748	0.9847289444632169	0.963583274785748	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.1929404367558335	0.1929404367558335	0.0	0.966814400238404	0.966814400238404	0.0	0.0	False	False	True	True	False	-0.0
24	3	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.04699195994962235	0.025880310655746364	0.025880310655746364	0.0	0.994057476149574	0.9681771654938276	0.994057476149574	0.9681771654938276	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.15782800529062058	0.15782800529062058	0.0	0.9814714146964632	0.9814714146964632	0.0	0.0	False	False	True	True	False	-0.0
24	4	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.05961721111168117	0.010421330567727316	0.010837709466450463	0.0004163788987231465	0.9891787772696504	0.9787574467019231	0.9895336515053507	0.9786959420389002	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.14641010381371056	0.14676497804941058	0.0003548742357000201	0.9601695458189777	0.9613883382584075	0.0012187924394297944	0.03604815406946486	True	True	True	True	True	-2.1768271634547496
24	5	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.0047634499492344995	0.029026470634458845	0.02946290891860648	0.0004364382841476333	0.994311890015544	0.9652854193810851	0.9946676748584904	0.9652047659398839	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.214549098562695	0.21494424545525626	0.00039514689256126	0.9765562445238068	0.9775410334729017	0.000984788949094817	0.04447418655129675	False	False	True	True	True	-2.0133262060375454
24	6	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.0905954880080101	0.02598198624243886	0.025774461696210782	-0.00020752454622807726	0.9869508568061107	0.9609688705636719	0.9871931793477006	0.9614187176514898	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.22637292411528098	0.2265833930420348	0.00021046892675380402	0.9621868125606382	0.9633910999316257	0.0012042873709875446	0.055200941124508886	False	False	True	True	True	-0.952563526231108
24	7	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.07937294675792794	0.01804360627066115	0.017730590983336625	-0.0003130152873245251	0.9837593358632656	0.9657157295926044	0.9839528010948939	0.9662222101115573	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.1625872715783352	0.1628552128431071	0.0002679412647719204	0.8814989057672414	0.88133232659871	-0.0001665791685314666	0.059278187617363656	True	True	True	True	True	-1.1203930313214474
24	8	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.09436270143494596	0.021614344890757864	0.02156192274941815	-5.242214133971412e-05	0.9879202532135689	0.966305908322811	0.9883388758004298	0.9667769530510116	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.20989272975983997	0.21031135234670073	0.0004186225868607618	0.9713164227313688	0.9723279205385045	0.0010114978071357195	0.049773953132829674	False	False	True	True	True	-0.9839039761805153
24	9	pert=11|dose=1|cell=0	11	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.1885985039196686	0.12309341232811477	0.12407540488706748	0.0009819925589527045	0.9883238485320915	0.8652304362039768	0.9888754065621891	0.8648000016751216	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.26660539840311026	0.26734113637311385	0.0007357379700035915	0.8816046374688152	0.884328421657361	0.002723784188545797	0.0611025020655216	False	False	False	False	True	-2.0129021067236823
