seed	scale	safe	transition_improvement	delta_cosine	recall_at_1	gap_transition	gap_delta_cosine	gap_recall	broken_count	near_tie_erosions	margin_q10_change	mean_margin_change	near_tie_count
0	0.0	True	0.14541942888185247	0.9490979256830906	0.4583333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0
0	0.025	False	0.14574495147624592	0.9508066757876676	0.4583333333333333	0.0003255225943934459	0.0017087501045770503	0.0	0.0	8.0	-5.4046647469219275e-06	1.0180798662006966e-05	33.0
0	0.05	False	0.14606254615536945	0.9524766424946868	0.4583333333333333	0.0006431172735169854	0.003378716811596183	0.0	0.0	12.0	-1.0782499977590775e-05	2.0326982581594317e-05	33.0
0	0.1	False	0.14667398942137463	0.9556989937530559	0.4583333333333333	0.0012545605395221648	0.006601068069965299	0.0	0.0	21.0	-4.658023770458546e-05	3.6863551984485534e-05	33.0
0	0.15	False	0.14725383077769127	0.9587626171390417	0.4583333333333333	0.0018344018958388053	0.009664691455951058	0.0	0.0	24.0	-8.454590223876406e-05	5.261964693149978e-05	33.0
0	0.2	False	0.14780213707670822	0.9616653163151329	0.4583333333333333	0.002382708194855754	0.012567390632042263	0.0	0.0	25.0	-9.632977039715219e-05	6.82518125607539e-05	33.0
0	0.25	False	0.14831896978030898	0.9644050636400061	0.4583333333333333	0.0028995408984565096	0.015307137956915517	0.0	0.0	25.0	-0.00012082324254303334	8.375962420568366e-05	33.0
0	0.5	False	0.15043278877677452	0.9756000531412499	0.4722222222222222	0.005013359894922048	0.026502127458159275	0.013888888888888895	3.0	30.0	-0.00027672487629355487	0.0001570792737134776	33.0
0	0.75	False	0.15176572118639048	0.9825046274757732	0.5	0.006346292304538009	0.03340670179268257	0.041666666666666685	4.0	30.0	-0.000524292295219353	0.00020839195190344408	33.0
0	1.0	False	0.15231900152160532	0.9850004416038242	0.5	0.0068995726397528545	0.03590251592073357	0.041666666666666685	5.0	30.0	-0.000607996681953793	0.00021134051764403687	33.0
