seed	query_index	condition_key	perturbation_id	cell_line	selected_residual_scale	flip_type	source_top1_correct	floor_top1_correct	selected_top1_correct	floor_rank	selected_rank	rank_change_selected_minus_floor	source_margin	floor_margin	selected_margin	margin_change_selected_minus_floor	floor_correct_score	floor_best_wrong_score	selected_correct_score	selected_best_wrong_score	floor_top1_label	selected_top1_label	same_top1_label_as_floor	floor_transition_gain	selected_transition_gain	transition_gain_change_selected_minus_floor	floor_delta_cosine	selected_delta_cosine	delta_cosine_change_selected_minus_floor	residual_norm	floor_near_tie_0p02	selected_near_tie_0p02	floor_near_tie_0p05	selected_near_tie_0p05	rowwise_active	rowwise_risk_score	cone_mix
36	0	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.13881110090879456	0.17099359166062444	0.17099359166062444	0.0	0.915131044270756	0.7441374526101315	0.915131044270756	0.7441374526101315	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.17115889417100938	0.17115889417100938	0.0	0.5815141723514685	0.5815141723514685	0.0	0.0	False	False	False	False	False	-0.0	0.0
36	1	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.18100736675926654	0.12355807900894344	0.12355807900894344	0.0	0.932796198745273	0.8092381197363295	0.932796198745273	0.8092381197363295	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.23529144843678584	0.23529144843678584	0.0	0.7299763086251273	0.7299763086251273	0.0	0.0	False	False	False	False	False	-0.0	0.0
36	2	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.18584222015885865	0.13827493715020422	0.13827493715020422	0.0	0.9216170802074056	0.7833421430572014	0.9216170802074056	0.7833421430572014	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.3335911662137885	0.3335911662137885	0.0	0.8451664481560293	0.8451664481560293	0.0	0.0	False	False	False	False	False	-0.0	0.0
36	3	pert=10|dose=1|cell=1	10	cell_line_1	0.05	still_wrong	False	False	False	11.0	11.0	0.0	-0.31369653300367306	-0.29919857980210507	-0.35981908489736625	-0.06062050509526118	0.15289372667302076	0.4520923064751258	0.12266999355057315	0.48248907844793937	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	-0.40399206082670613	-0.4342157939491537	-0.030223733122447624	0.2266149735115568	0.20911495799790317	-0.017500015513653627	0.10888271218706884	False	False	False	False	True	-1.491485212716876	0.0
36	4	pert=10|dose=1|cell=1	10	cell_line_1	0.05	still_wrong	False	False	False	11.0	11.0	0.0	-0.25463974719689053	-0.5281141447277319	-0.5901818809879664	-0.06206773626023454	0.017017585004800866	0.5451317297325328	-0.015219088661952058	0.5749627923260143	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	-0.7981511004092743	-0.8298827636111485	-0.03173166320187415	-0.045921463445575364	-0.06690755273781819	-0.020986089292242827	0.12430186493757348	False	False	False	False	True	-1.6931123709360376	0.0
36	5	pert=10|dose=1|cell=1	10	cell_line_1	0.05	still_wrong	False	False	False	11.0	11.0	0.0	-0.20933151751519025	-0.6677716519553424	-0.7065375991919789	-0.03876594723663651	-0.04728247502200724	0.6204891769333352	-0.06734006960657031	0.6391975295854085	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	-0.45583939416564256	-0.4789807927234305	-0.023141398557787962	0.059158280991097816	0.03970385776248281	-0.019454423228615007	0.11257612823181899	False	False	False	False	True	-2.024801167846916	0.0
36	6	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.015472739918337863	0.004271952475356278	0.004271952475356278	0.0	0.9959856983554766	0.9917137458801203	0.9959856983554766	0.9917137458801203	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.0704483577246624	0.0704483577246624	0.0	0.9121896876807448	0.9121896876807448	0.0	0.0	True	True	True	True	False	-0.0	0.0
36	7	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.05458118949267854	0.0031349187167871717	0.0033134911853570648	0.00017857246856989306	0.996119723128741	0.9929848044119538	0.9963279685908587	0.9930144774055016	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.2255822634683733	0.22586832429460424	0.0002860608262309494	0.96300431547754	0.9645837875223781	0.0015794720448381039	0.1443504986764835	True	True	True	True	True	-3.06960703735268	0.0
36	8	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.007645417640271268	0.0036007536082807157	0.0037605301135491542	0.00015977650526843856	0.9959250684770493	0.9923243148687686	0.9960843717557842	0.9923238416422351	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.27529429369162195	0.27540388965315676	0.0001095959615348141	0.9775186163607755	0.9786796759135252	0.0011610595527496992	0.14141469364889186	True	True	True	True	True	-3.778043875568391	0.0
36	9	pert=11|dose=1|cell=0	11	cell_line_0	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.06406930377710551	0.015181145491876546	0.01544781967308162	0.00026667418120507325	0.9902139182153624	0.9750327727234859	0.9906890978949626	0.975241278221881	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.23904534898616214	0.23952052866576268	0.00047517967960053475	0.9747407917872378	0.9766190746306994	0.0018782828434615872	0.06944565904230783	True	True	True	True	True	-1.8128911960438217	0.0
36	10	pert=11|dose=1|cell=0	11	cell_line_0	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.08730599524912097	0.025090906470825125	0.02544067371764236	0.00034976724681723415	0.9931836749894323	0.9680927685186071	0.9935556726800053	0.968114998962363	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.1291600146676799	0.12980973809943996	0.0006497234317600631	0.9178123388242827	0.9200262877019914	0.002213948877708649	0.047265756301306805	False	False	True	True	True	-1.972806455307392	0.0
