seed	query_index	condition_key	perturbation_id	cell_line	selected_residual_scale	flip_type	source_top1_correct	floor_top1_correct	selected_top1_correct	floor_rank	selected_rank	rank_change_selected_minus_floor	source_margin	floor_margin	selected_margin	margin_change_selected_minus_floor	floor_correct_score	floor_best_wrong_score	selected_correct_score	selected_best_wrong_score	floor_top1_label	selected_top1_label	same_top1_label_as_floor	floor_transition_gain	selected_transition_gain	transition_gain_change_selected_minus_floor	floor_delta_cosine	selected_delta_cosine	delta_cosine_change_selected_minus_floor	residual_norm	floor_near_tie_0p02	selected_near_tie_0p02	floor_near_tie_0p05	selected_near_tie_0p05	rowwise_active	rowwise_risk_score
17	0	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.4081352720510768	0.42013976054990987	0.42013976054990987	0.0	0.9359532174189794	0.5158134568690695	0.9359532174189794	0.5158134568690695	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.38848444730506626	0.38848444730506626	0.0	0.9251159100413274	0.9251159100413274	0.0	0.0	False	False	False	False	False	-0.0
17	1	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.4087916718908233	0.4419480408600627	0.4419480408600627	0.0	0.9409067096464084	0.49895866878634576	0.9409067096464084	0.49895866878634576	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.38378487885276213	0.38378487885276213	0.0	0.9329184049598057	0.9329184049598057	0.0	0.0	False	False	False	False	False	-0.0
17	2	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.43297058027742275	0.44622617551279553	0.44622617551279553	0.0	0.9356916122798568	0.4894654367670612	0.9356916122798568	0.4894654367670612	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.5067607523969222	0.5067607523969222	0.0	0.9494065404462579	0.9494065404462579	0.0	0.0	False	False	False	False	False	-0.0
17	3	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.2561021310489154	0.0576194677243822	0.0576194677243822	0.0	0.9857751994076915	0.9281557316833093	0.9857751994076915	0.9281557316833093	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.7395359268718642	0.7395359268718642	0.0	0.9809193533450583	0.9809193533450583	0.0	0.0	False	False	False	False	False	-0.0
17	4	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.45027427960693983	0.06624590276471776	0.06624590276471776	0.0	0.9839096804834527	0.917663777718735	0.9839096804834527	0.917663777718735	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.9348010854513239	0.9348010854513239	0.0	0.9844379286982398	0.9844379286982398	0.0	0.0	False	False	False	False	False	-0.0
17	5	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.48341524048202705	0.06235594263858368	0.06235594263858368	0.0	0.9846643931886779	0.9223084505500942	0.9846643931886779	0.9223084505500942	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.9729574308651647	0.9729574308651647	0.0	0.9871504371122457	0.9871504371122457	0.0	0.0	False	False	False	False	False	-0.0
17	6	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.24931509859684764	0.04862382733190462	0.0492002676312393	0.0005764402993346796	0.9943876555954916	0.945763828263587	0.9946727742411973	0.945472506609958	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.43277423679367444	0.4331383630258454	0.0003641262321709693	0.9884618978296111	0.9889765558135677	0.0005146579839565568	0.03715000643766689	False	False	True	True	True	-0.6571169405086993
17	7	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.28550237728478195	0.04776058861210086	0.04776058861210086	0.0	0.9929605264521671	0.9451999378400663	0.9929605264521671	0.9451999378400663	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.5222939912150714	0.5222939912150714	0.0	0.9845538351991621	0.9845538351991621	0.0	0.0	False	False	True	True	False	-0.0
17	8	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.2905101111331624	0.04014524487146187	0.04014524487146187	0.0	0.9900008744868823	0.9498556296154205	0.9900008744868823	0.9498556296154205	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.4322884433770815	0.4322884433770815	0.0	0.9850269505013739	0.9850269505013739	0.0	0.0	False	False	True	True	False	-0.0
17	9	pert=11|dose=1|cell=0	11	cell_line_0	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.012261808129136686	0.08010197911502703	0.08010197911502703	0.0	0.9687726406743994	0.8886706615593724	0.9687726406743994	0.8886706615593724	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.0008272652631534649	0.0008272652631534649	0.0	0.6608329650356713	0.6608329650356713	0.0	0.0	False	False	False	False	False	-0.0
