probe	split	modality	row	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
oracle_true_z_bio	train	rna	0	0.10862714797258377	-0.3210786283016205	-0.30056971311569214	-1.6154541969299316	1.1409249305725098	0.7162702679634094	-0.2390403300523758	0.5122235417366028	0.2217223048210144	-0.31457972526550293	0.6459988951683044	-0.21160908043384552	-0.22832465171813965	-0.517394483089447	0.3349917232990265	-0.0312793105840683
oracle_true_z_bio	train	rna	1	0.1690974086523056	-0.2849278450012207	-0.2931709289550781	-1.616220474243164	1.1838024854660034	0.7324380278587341	-0.25917208194732666	0.5475242733955383	0.15971656143665314	-0.30783185362815857	0.6564053893089294	-0.2220212072134018	-0.22331009805202484	-0.5103498101234436	0.2714230418205261	-0.057973165065050125
oracle_true_z_bio	train	rna	2	0.3474813997745514	-0.4039488732814789	0.053863659501075745	-0.6190826296806335	0.5352718234062195	0.11677020788192749	0.22776907682418823	0.2247236967086792	-0.6212202906608582	0.47820615768432617	1.3065804243087769	-1.0338568687438965	-1.1098228693008423	-0.9564974308013916	0.5084037780761719	0.1258952021598816
oracle_true_z_bio	train	rna	3	0.4343430697917938	-0.39033016562461853	0.0458550788462162	-0.603096604347229	0.5428429245948792	0.18654067814350128	0.21580003201961517	0.25570914149284363	-0.691272497177124	0.5194591879844666	1.3747650384902954	-1.0561712980270386	-1.0662970542907715	-1.0399870872497559	0.5629326701164246	0.10314712673425674
oracle_true_z_bio	train	rna	4	0.09775776416063309	-0.29543402791023254	-0.25825968384742737	-1.5871385335922241	1.1531654596328735	0.7547391057014465	-0.2534802258014679	0.5501546263694763	0.15304847061634064	-0.3541320264339447	0.5950613617897034	-0.2301771193742752	-0.16115713119506836	-0.46554240584373474	0.2677357792854309	-0.049357976764440536
oracle_true_z_bio	train	rna	5	0.1377536803483963	-0.30117136240005493	-0.24001933634281158	-1.5798158645629883	1.1477948427200317	0.7702348828315735	-0.22736434638500214	0.49483540654182434	0.18558688461780548	-0.36881372332572937	0.6825680732727051	-0.20172087848186493	-0.23036707937717438	-0.5279545783996582	0.3641934096813202	-0.03855196386575699
oracle_true_z_bio	train	rna	6	0.33402106165885925	-0.3920415937900543	0.0638083666563034	-0.5874166488647461	0.6216403245925903	0.18169327080249786	0.17028243839740753	0.3137924373149872	-0.6395801901817322	0.49472275376319885	1.3107389211654663	-1.022477626800537	-1.1353968381881714	-0.9535879492759705	0.528835654258728	0.09210290759801865
oracle_true_z_bio	train	rna	7	0.3376959562301636	-0.4272662401199341	0.08257230371236801	-0.5786792635917664	0.4700331389904022	0.10990926623344421	0.2106713503599167	0.23641681671142578	-0.6561830043792725	0.5101128220558167	1.3523344993591309	-1.0633407831192017	-1.103611707687378	-0.9862380027770996	0.5763296484947205	0.07267887145280838
oracle_true_z_bio	train	rna	8	0.12455765157938004	-0.536396861076355	-0.18599693477153778	-1.5966143608093262	1.0810296535491943	0.9342650771141052	-0.1657646894454956	0.5460876822471619	0.09479829668998718	-0.3963375985622406	0.6204661726951599	-0.15107280015945435	-0.15736059844493866	-0.607816755771637	0.14746586978435516	-0.09401708841323853
oracle_true_z_bio	train	rna	9	0.16374413669109344	-0.5304913520812988	-0.2184309959411621	-1.6218701601028442	1.1147087812423706	0.8915850520133972	-0.11769759654998779	0.45175695419311523	0.14329610764980316	-0.32448482513427734	0.5940532088279724	-0.10967946797609329	-0.16433532536029816	-0.5750131011009216	0.25238117575645447	-0.10605216771364212
oracle_true_z_bio	train	rna	10	0.21356241405010223	-0.3631727695465088	-0.016377750784158707	-0.5158572196960449	0.5821706056594849	0.0324738435447216	0.07579737156629562	0.3074522316455841	-0.6498957872390747	0.6286106109619141	1.4322041273117065	-1.0936952829360962	-1.0431822538375854	-1.1657544374465942	0.5412653088569641	0.17711645364761353
