seed	query_index	condition_key	perturbation_id	cell_line	selected_residual_scale	flip_type	source_top1_correct	floor_top1_correct	selected_top1_correct	floor_rank	selected_rank	rank_change_selected_minus_floor	source_margin	floor_margin	selected_margin	margin_change_selected_minus_floor	floor_correct_score	floor_best_wrong_score	selected_correct_score	selected_best_wrong_score	floor_top1_label	selected_top1_label	same_top1_label_as_floor	floor_transition_gain	selected_transition_gain	transition_gain_change_selected_minus_floor	floor_delta_cosine	selected_delta_cosine	delta_cosine_change_selected_minus_floor	residual_norm	floor_near_tie_0p02	selected_near_tie_0p02	floor_near_tie_0p05	selected_near_tie_0p05
15	0	pert=10|dose=1|cell=0	10	cell_line_0	0.0	still_wrong	False	False	False	4.0	4.0	0.0	-0.2528652402686321	-0.22369109248761843	-0.22369109248761843	0.0	0.6961714383737688	0.9198625308613873	0.6961714383737688	0.9198625308613873	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.34517212445970763	0.34517212445970763	0.0	0.665148343861184	0.665148343861184	0.0	0.0	False	False	False	False
15	1	pert=10|dose=1|cell=0	10	cell_line_0	0.0	still_wrong	False	False	False	4.0	4.0	0.0	-0.18815854984684915	-0.2189673822711381	-0.2189673822711381	0.0	0.6921733012991333	0.9111406835702714	0.6921733012991333	0.9111406835702714	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.2442434476590568	0.2442434476590568	0.0	0.5412569799838763	0.5412569799838763	0.0	0.0	False	False	False	False
15	2	pert=10|dose=1|cell=0	10	cell_line_0	0.0	still_wrong	False	False	False	4.0	4.0	0.0	-0.2599878274909453	-0.4273957535768927	-0.4273957535768927	0.0	0.3494029770789802	0.7767987306558729	0.3494029770789802	0.7767987306558729	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.09204840758495	0.09204840758495	0.0	0.35213023871529353	0.35213023871529353	0.0	0.0	False	False	False	False
15	3	pert=10|dose=1|cell=1	10	cell_line_1	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.15439608595322363	0.007212767776972995	0.007212767776972995	0.0	0.9927368470567856	0.9855240792798126	0.9927368470567856	0.9855240792798126	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.22277080934233262	0.22277080934233262	0.0	0.9688577654039041	0.9688577654039041	0.0	0.0	True	True	True	True
15	4	pert=10|dose=1|cell=1	10	cell_line_1	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.05667336345336205	0.00819462790010439	0.00819462790010439	0.0	0.9916805810333047	0.9834859531332003	0.9916805810333047	0.9834859531332003	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.14253949153902779	0.14253949153902779	0.0	0.9710465183121643	0.9710465183121643	0.0	0.0	True	True	True	True
15	5	pert=10|dose=1|cell=1	10	cell_line_1	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.15515421375109117	0.00903611372033919	0.00903611372033919	0.0	0.9915440149374309	0.9825079012170918	0.9915440149374309	0.9825079012170918	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.22196009752810253	0.22196009752810253	0.0	0.9739963554811786	0.9739963554811786	0.0	0.0	True	True	True	True
15	6	pert=10|dose=1|cell=2	10	cell_line_2	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.009464487523087706	0.002192626562005473	0.002192626562005473	0.0	0.9960682707906111	0.9938756442286056	0.9960682707906111	0.9938756442286056	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.07625745351048707	0.07625745351048707	0.0	0.9798332063240686	0.9798332063240686	0.0	0.0	True	True	True	True
15	7	pert=10|dose=1|cell=2	10	cell_line_2	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.07534590031131316	0.002310782116301313	0.002310782116301313	0.0	0.9938919482162448	0.9915811660999435	0.9938919482162448	0.9915811660999435	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.23660465951737064	0.23660465951737064	0.0	0.9860976761837514	0.9860976761837514	0.0	0.0	True	True	True	True
15	8	pert=10|dose=1|cell=2	10	cell_line_2	0.0	still_wrong	False	False	False	2.0	2.0	0.0	-0.055587316903120465	-0.0007311316789093691	-0.0007311316789093691	0.0	0.9949331575552532	0.9956642892341626	0.9949331575552532	0.9956642892341626	pert=11|dose=1|cell=2	pert=11|dose=1|cell=2	True	0.11831774900902337	0.11831774900902337	0.0	0.9384395728639151	0.9384395728639151	0.0	0.0	True	True	True	True
15	9	pert=11|dose=1|cell=0	11	cell_line_0	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.2528652402686321	0.22002309994355052	0.22002309994355052	0.0	0.9395785423119914	0.7195554423684409	0.9395785423119914	0.7195554423684409	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.3476782219622433	0.3476782219622433	0.0	0.8550135873570844	0.8550135873570844	0.0	0.0	False	False	False	False
15	10	pert=11|dose=1|cell=0	11	cell_line_0	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.18815854984684915	0.21602648861039953	0.21602648861039953	0.0	0.9356010847810203	0.7195745961706208	0.9356010847810203	0.7195745961706208	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.2960673532550221	0.2960673532550221	0.0	0.7668694831908967	0.7668694831908967	0.0	0.0	False	False	False	False
15	11	pert=11|dose=1|cell=0	11	cell_line_0	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.07901868770405457	0.4830237744355303	0.4830237744355303	0.0	0.8402151362426548	0.35719136180712446	0.8402151362426548	0.35719136180712446	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.2081682776107841	0.2081682776107841	0.0	0.5833632418193313	0.5833632418193313	0.0	0.0	False	False	False	False
15	12	pert=11|dose=1|cell=1	11	cell_line_1	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.1198376218527355	0.0019068714240682016	0.0019068714240682016	0.0	0.9929878464562172	0.991080975032149	0.9929878464562172	0.991080975032149	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.19505786260576963	0.19505786260576963	0.0	0.9828460641510287	0.9828460641510287	0.0	0.0	True	True	True	True
15	13	pert=11|dose=1|cell=1	11	cell_line_1	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.04093894391234809	0.001144965521272745	0.001144965521272745	0.0	0.9911085459222708	0.9899635804009981	0.9911085459222708	0.9899635804009981	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.1126872047939147	0.1126872047939147	0.0	0.9394843084884873	0.9394843084884873	0.0	0.0	True	True	True	True
15	14	pert=11|dose=1|cell=1	11	cell_line_1	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.11624558634113491	0.00011180695716417333	0.00011180695716417333	0.0	0.9917081206208868	0.9915963136637226	0.9917081206208868	0.9915963136637226	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.2143322610868027	0.2143322610868027	0.0	0.9612917349579169	0.9612917349579169	0.0	0.0	True	True	True	True
15	15	pert=11|dose=1|cell=2	11	cell_line_2	0.0	still_wrong	False	False	False	2.0	2.0	0.0	-0.020123675649864947	-0.005314761765840781	-0.005314761765840781	0.0	0.9912553541999166	0.9965701159657574	0.9912553541999166	0.9965701159657574	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.060223621502257685	0.060223621502257685	0.0	0.9485867656997498	0.9485867656997498	0.0	0.0	True	True	True	True
15	16	pert=11|dose=1|cell=2	11	cell_line_2	0.0	still_wrong	False	False	False	2.0	2.0	0.0	-0.09572146018947592	-0.007680564022525038	-0.007680564022525038	0.0	0.989622825162283	0.997303389184808	0.989622825162283	0.997303389184808	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.24357736708263522	0.24357736708263522	0.0	0.9687883401889559	0.9687883401889559	0.0	0.0	True	True	True	True
15	17	pert=11|dose=1|cell=2	11	cell_line_2	0.0	still_wrong	False	False	False	2.0	2.0	0.0	-0.08603865143601452	-0.002879918950975724	-0.002879918950975724	0.0	0.9924343702577114	0.9953142892086871	0.9924343702577114	0.9953142892086871	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.1737903878187107	0.1737903878187107	0.0	0.977576324176443	0.977576324176443	0.0	0.0	True	True	True	True
15	18	pert=9|dose=1|cell=0	9	cell_line_0	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.5249617892738739	0.18156468534527237	0.18156468534527237	0.0	0.4901939131541828	0.30862922780891044	0.4901939131541828	0.30862922780891044	pert=9|dose=1|cell=0	pert=9|dose=1|cell=0	True	0.4706327908795443	0.4706327908795443	0.0	0.7973134472495749	0.7973134472495749	0.0	0.0	False	False	False	False
15	19	pert=9|dose=1|cell=0	9	cell_line_0	0.0	preserved_correct	False	True	True	1.0	1.0	0.0	-0.4051942353921991	0.33031621966702795	0.33031621966702795	0.0	0.5805227356765418	0.2502065160095138	0.5805227356765418	0.2502065160095138	pert=9|dose=1|cell=0	pert=9|dose=1|cell=0	True	0.3013159433648388	0.3013159433648388	0.0	0.5760248984268141	0.5760248984268141	0.0	0.0	False	False	False	False
15	20	pert=9|dose=1|cell=0	9	cell_line_0	0.0	still_wrong	True	False	False	10.0	10.0	0.0	0.07901868770405457	-0.5796059746952256	-0.5796059746952256	0.0	0.0773889159476781	0.6569948906429036	0.0773889159476781	0.6569948906429036	pert=9|dose=1|cell=1	pert=9|dose=1|cell=1	True	-0.7870687175981177	-0.7870687175981177	0.0	0.0015207459878882133	0.0015207459878882133	0.0	0.0	False	False	False	False
15	21	pert=9|dose=1|cell=1	9	cell_line_1	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.1198376218527355	0.033582253796432426	0.033582253796432426	0.0	0.9709017288924717	0.9373194750960393	0.9709017288924717	0.9373194750960393	pert=9|dose=1|cell=1	pert=9|dose=1|cell=1	True	0.04781328332309731	0.04781328332309731	0.0	0.9381402488954982	0.9381402488954982	0.0	0.0	False	False	True	True
15	22	pert=9|dose=1|cell=1	9	cell_line_1	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.04093894391234809	0.02939192290299164	0.02939192290299164	0.0	0.971353922458401	0.9419619995554094	0.971353922458401	0.9419619995554094	pert=9|dose=1|cell=1	pert=9|dose=1|cell=1	True	0.045012969625846444	0.045012969625846444	0.0	0.9203074475905039	0.9203074475905039	0.0	0.0	False	False	True	True
15	23	pert=9|dose=1|cell=1	9	cell_line_1	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.11624558634113491	0.033076019802687706	0.033076019802687706	0.0	0.9721029332446757	0.939026913441988	0.9721029332446757	0.939026913441988	pert=9|dose=1|cell=1	pert=9|dose=1|cell=1	True	0.05148491533150623	0.05148491533150623	0.0	0.9141209605111678	0.9141209605111678	0.0	0.0	False	False	True	True
15	24	pert=9|dose=1|cell=2	9	cell_line_2	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.009464487523087706	0.05801096414136997	0.05801096414136997	0.0	0.9891387165852443	0.9311277524438744	0.9891387165852443	0.9311277524438744	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	0.0632237048079316	0.0632237048079316	0.0	0.9621303086511872	0.9621303086511872	0.0	0.0	False	False	False	False
15	25	pert=9|dose=1|cell=2	9	cell_line_2	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.07534590031131316	0.06303035678727431	0.06303035678727431	0.0	0.9903369184154082	0.9273065616281339	0.9903369184154082	0.9273065616281339	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	0.16340338428981493	0.16340338428981493	0.0	0.9717363175023696	0.9717363175023696	0.0	0.0	False	False	False	False
15	26	pert=9|dose=1|cell=2	9	cell_line_2	0.0	preserved_correct	True	True	True	1.0	1.0	0.0	0.055587316903120465	0.05901966031263217	0.05901966031263217	0.0	0.991496381038792	0.9324767207261598	0.991496381038792	0.9324767207261598	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	0.051061669839505	0.051061669839505	0.0	0.9038417605595509	0.9038417605595509	0.0	0.0	False	False	False	False
