fold_id	blend_alpha	transition_improvement	delta_cosine	recall_at_1	delta_rank	magnitude_ratio	transition_gap_vs_raw	delta_cosine_gap_vs_raw	recall_gap_vs_raw
0	0.0	0.5575650448886161	0.7016365228331374	1.0	5.465069293703821	0.8339161173351026	0.0	0.0	0.0
0	0.1	0.43550739599376304	0.6400650157360757	1.0	5.678345792653424	0.916616648306663	-0.1220576488948531	-0.06157150709706172	0.0
0	0.2	0.31606245588559695	0.5563102089330997	0.7142857142857143	5.643677912527311	1.0764423821437494	-0.24150258900301919	-0.1453263139000377	-0.2857142857142857
0	0.35	0.1853710036358948	0.4364601532869754	0.5714285714285714	5.429612522858603	1.408555621775346	-0.3721940412527214	-0.26517636954616197	-0.4285714285714286
0	0.5	0.09662845819982827	0.34407741345794857	0.42857142857142855	5.253694572743214	1.802850540027985	-0.4609365866887879	-0.3575591093751888	-0.5714285714285714
0	0.65	0.035589531289414604	0.27919135142371393	0.42857142857142855	5.137999872495881	2.227561603018443	-0.5219755135992016	-0.42244517140942345	-0.5714285714285714
0	0.8	-0.007620388616519781	0.23344464529781955	0.2857142857142857	5.061627529534004	2.6677975343805875	-0.565185433505136	-0.4681918775353178	-0.7142857142857143
0	1.0	-0.04800739960456384	0.19095721926409462	0.14285714285714285	4.994950627143234	3.267616792770004	-0.6055724444931799	-0.5106793035690428	-0.8571428571428572
1	0.0	0.7181904051601389	0.8887729029245585	1.0	5.1497983897452295	0.7530863591489528	0.0	0.0	0.0
1	0.1	0.6375514530534419	0.8143634782397934	1.0	5.234735778982002	0.9058442228386392	-0.08063895210669703	-0.07440942468476508	0.0
1	0.2	0.5283586803498237	0.7085713221959361	0.8571428571428571	5.15814179949619	1.1475434711793224	-0.18983172481031518	-0.18020158072862236	-0.1428571428571429
1	0.35	0.4090724735547811	0.5954108709658239	0.5714285714285714	4.992304172086776	1.5791429130434742	-0.3091179316053578	-0.29336203195873456	-0.4285714285714286
1	0.5	0.33545927770739176	0.5242732342597834	0.42857142857142855	4.866536511897346	2.04448625894442	-0.3827311274527471	-0.364499668664775	-0.5714285714285714
1	0.65	0.28731720427057184	0.47670904042464246	0.2857142857142857	4.778756533225149	2.5246792575282	-0.43087320088956704	-0.412063862499916	-0.7142857142857143
1	0.8	0.2537167569093169	0.44295100095106504	0.2857142857142857	4.716276679510292	3.0126484751555687	-0.464473648250822	-0.4458219019734934	-0.7142857142857143
1	1.0	0.22220893622922816	0.410860198407853	0.2857142857142857	4.657607237121734	3.67006232028411	-0.4959814689309107	-0.4779127045167055	-0.7142857142857143
2	0.0	0.7315730659089817	0.7794989824871045	0.8571428571428571	4.9950281574797835	0.4810676391227427	0.0	0.0	0.0
2	0.1	0.6804318022223562	0.7263976997333895	1.0	4.954070790826908	0.5686217250081799	-0.05114126368662553	-0.05310128275371495	0.1428571428571429
2	0.2	0.5634839829744837	0.6493789761593913	0.8571428571428571	4.902889719063844	0.695838792056979	-0.1680890829344981	-0.13012000632771314	0.0
2	0.35	0.4182283430798162	0.5508538999428079	0.5714285714285714	4.8046911641987755	0.9242004647477324	-0.31334472282916553	-0.2286450825442966	-0.2857142857142857
2	0.5	0.3264156262908136	0.48173286242147845	0.5714285714285714	4.730291456722918	1.1738829906849475	-0.40515743961816814	-0.297766120065626	-0.2857142857142857
2	0.65	0.26776329923428455	0.4335623588197012	0.5714285714285714	4.681397706696111	1.4337113835261432	-0.4638097666746972	-0.3459366236674033	-0.2857142857142857
2	0.8	0.22804122828376538	0.3988200887901398	0.5714285714285714	4.6493663094475695	1.699011445044091	-0.5035318376252164	-0.38067889369696467	-0.2857142857142857
2	1.0	0.19189041599961773	0.3655660983900475	0.42857142857142855	4.622150398246588	2.0575810824083502	-0.539682649909364	-0.413932884097057	-0.42857142857142855
3	0.0	0.9256744905602368	0.8435383302702367	1.0	5.096705874165131	0.4167652133824274	0.0	0.0	0.0
3	0.1	0.8591441772193961	0.7867824027397282	1.0	4.8368209087172165	0.45353806889670495	-0.0665303133408407	-0.05675592753050851	0.0
3	0.2	0.7483513691754001	0.6944224703257529	0.8571428571428571	4.604615405870483	0.531479790410764	-0.17732312138483663	-0.14911585994448384	-0.1428571428571429
3	0.35	0.61335306289713	0.5685758998200376	0.5714285714285714	4.3298189278872075	0.6903566353142198	-0.3123214276631068	-0.2749624304501991	-0.4285714285714286
3	0.5	0.5235491750363028	0.4704678224333808	0.42857142857142855	4.143624442591022	0.8738603578393482	-0.40212531552393393	-0.3730705078368559	-0.5714285714285714
3	0.65	0.4628528384762739	0.39491892378912363	0.42857142857142855	4.021114987893075	1.0695576931906525	-0.46282165208396286	-0.4486194064811131	-0.5714285714285714
3	0.8	0.4200619798392986	0.337365328685784	0.42857142857142855	3.9398762774682923	1.272057881346009	-0.5056125107209382	-0.5061730015844528	-0.5714285714285714
3	1.0	0.37991499714896426	0.28142880512792895	0.42857142857142855	3.8708354532480937	1.5481680440882357	-0.5457594934112725	-0.5621095251423078	-0.5714285714285714
